filename,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,genre
blues.00000.au,0.3420528769493103,0.089036725461483,1782.6226818267398,116977.08247153375,2020.5563278887842,84328.68051770287,3845.075666600203,832845.9205599641,0.08011097919083526,0.0007086049369337929,123.046875,-125.18817138671875,2678.951904296875,120.22213745117188,239.18511962890625,-18.35881805419922,253.92922973632812,44.88731384277344,190.40548706054688,-5.4446611404418945,147.474853515625,20.872966766357422,84.1846694946289,-13.772673606872559,74.87976837158203,16.822574615478516,65.01943969726562,-12.43834400177002,88.56578063964844,11.849509239196777,65.87104034423828,-8.861546516418457,55.62755584716797,9.301555633544922,45.83149719238281,-4.159668922424316,41.10647964477539,7.119119644165039,41.077110290527344,-5.663028240203857,55.73436737060547,0.5301030874252319,69.97203826904297,-2.8709959983825684,35.47956466674805,0.3060773015022278,43.506839752197266,-2.700369119644165,58.69398880004883,2.370232343673706,48.0477180480957,blues
blues.00001.au,0.3579999804496765,0.0906575620174408,1364.2737657645605,291346.7644394078,1842.0304668582246,221553.84892700362,2976.3033484084976,2452152.1132231103,0.05521090124709977,0.0015477419288427393,107.666015625,-221.9311981201172,9396.896484375,131.1476287841797,599.0519409179688,0.4904683232307434,1073.96630859375,39.101951599121094,227.74325561523438,7.865722179412842,249.52659606933594,17.84226417541504,179.12905883789062,-6.045129299163818,237.70628356933594,22.623966217041016,108.37244415283203,-5.247427940368652,170.5267333984375,10.499155044555664,106.79624938964844,-3.123051404953003,73.65335845947266,6.9317426681518555,87.72138214111328,-1.8819948434829712,64.7451171875,4.9514288902282715,73.89412689208984,-4.531080722808838,59.076995849609375,-0.4639619290828705,62.798423767089844,0.4978525936603546,61.23625946044922,0.03932558000087738,48.48297119140625,-1.0835758447647095,54.45463943481445,-0.11230867356061935,53.94894790649414,blues
blues.00002.au,0.382027268409729,0.08723830431699753,1521.5568461335454,224961.6208768543,1736.7993883900097,64062.18812413124,3028.0629735535094,850854.9501323913,0.07018221613979118,0.001670339719073813,151.99908088235293,-99.11202239990234,3046.97900390625,141.5541229248047,603.1527709960938,-25.73870277404785,337.1019287109375,34.46564483642578,143.21119689941406,-17.079191207885742,185.56771850585938,25.845569610595703,88.713623046875,-13.173907279968262,131.55377197265625,10.728311538696289,129.71449279785156,-11.375273704528809,75.44252014160156,7.317138195037842,66.67417907714844,-12.9999361038208,58.01002502441406,4.544574737548828,52.168739318847656,-8.69522476196289,55.237186431884766,-2.315016508102417,56.0530891418457,-8.144970893859863,41.98944854736328,2.917832851409912,37.905025482177734,-6.660073757171631,53.70720291137695,-2.0392343997955322,48.657554626464844,-2.0452702045440674,45.731483459472656,-2.697335958480835,28.559635162353516,blues
blues.00003.au,0.39176511764526367,0.09477763622999191,947.018873554784,135762.85804145256,1427.8362976162546,122599.10031653733,1863.9460375580047,946786.0542874046,0.030092172998839907,0.00029109558940114107,63.02400914634146,-214.46566772460938,5864.91748046875,156.58692932128906,502.5894470214844,2.785257339477539,298.919677734375,26.750802993774414,136.90032958984375,4.9731011390686035,219.2348175048828,9.370925903320312,102.42694091796875,-1.334049940109253,138.1696319580078,10.199724197387695,61.49490737915039,2.4397177696228027,68.6039810180664,8.812752723693848,46.9473876953125,2.481811046600342,56.69963455200195,4.701362609863281,31.904382705688477,-2.364664077758789,29.76019859313965,-0.8664063811302185,39.47699737548828,-3.4220166206359863,41.23780059814453,-0.27301323413848877,33.7822151184082,0.23158477246761322,31.17587661743164,2.4375205039978027,30.588254928588867,1.284240484237671,26.782133102416992,-2.2002830505371094,31.076507568359375,blues
blues.00004.au,0.31645575165748596,0.09073127061128616,2046.4278669806472,540932.7420097566,1858.4630445536686,111903.6233257835,4005.0258981656034,2115367.91828786,0.11638540458236658,0.0035409246821292636,135.99917763157896,-151.96717834472656,5357.0771484375,115.3404312133789,1263.5950927734375,-31.880495071411133,316.0255126953125,23.762521743774414,237.88311767578125,-37.11351013183594,361.9910888671875,13.91818618774414,156.57688903808594,-23.040843963623047,111.99474334716797,4.602431297302246,147.0727996826172,-14.46025562286377,190.66534423828125,4.068373680114746,113.27749633789062,-16.674785614013672,66.54414367675781,-4.0822930335998535,67.24333190917969,-4.755990982055664,94.9448013305664,-7.974098205566406,89.61637878417969,-9.649985313415527,84.07437896728516,-2.1152596473693848,129.7465362548828,-8.198334693908691,71.46458435058594,-1.0599606037139893,62.67489242553711,-3.9006080627441406,59.12468338012695,-12.995133399963379,57.07792663574219,blues
blues.00005.au,0.31676194071769714,0.08877632766962051,1795.6094055334015,1231187.6466264932,1674.9754489952102,239337.8420378978,3319.4107091067285,3859863.163500137,0.09621633011890951,0.007177315774500599,107.666015625,-192.28453063964844,8577.60546875,123.23432159423828,4105.05126953125,-15.553627014160156,772.9242553710938,28.940793991088867,467.601806640625,-23.013675689697266,464.8246765136719,12.881311416625977,330.96649169921875,-22.004119873046875,184.14584350585938,2.606428861618042,157.53976440429688,-9.702520370483398,197.285888671875,0.05491790547966957,117.04689025878906,-11.882329940795898,72.58138275146484,-2.6574313640594482,106.03680419921875,-8.106194496154785,73.33473205566406,-9.547033309936523,53.07773971557617,-5.167343616485596,62.04820251464844,-3.2755322456359863,92.49647521972656,-1.7286792993545532,89.1858901977539,-2.8863134384155273,50.03484344482422,-2.6477396488189697,31.53120994567871,-8.1238374710083,50.03910827636719,blues
blues.00006.au,0.27101632952690125,0.09558920562267303,1251.2732904530983,408158.7230079574,1291.3713607975221,170630.17786225973,2480.739910364704,1555174.061127841,0.055076085774361946,0.0012329183612138648,107.666015625,-231.62400817871094,8020.65185546875,137.20236206054688,1918.013916015625,-26.308639526367188,1094.8741455078125,28.270071029663086,438.49554443359375,18.801387786865234,1076.9593505859375,-1.8178130388259888,257.4681396484375,-18.936931610107422,151.76722717285156,-1.2193267345428467,64.90812683105469,-5.528738498687744,91.78694152832031,-8.207976341247559,108.73114013671875,-8.898857116699219,74.5576400756836,-3.1037850379943848,64.67949676513672,-6.429708957672119,48.98957443237305,-7.830541610717773,57.0713005065918,-5.333321571350098,60.26539993286133,-8.260010719299316,66.702880859375,-9.776561737060547,61.44252014160156,-7.086094856262207,35.97701644897461,-5.599706172943115,44.24079895019531,-8.522002220153809,50.580509185791016,blues
blues.00007.au,0.32100412249565125,0.09390594065189362,1342.8907186819984,328689.709021981,1536.7581842978152,145848.8633475259,2732.668394721578,1216265.198409844,0.056027724405452436,0.0012652126795476995,92.28515625,-194.9209747314453,6314.88916015625,141.11109924316406,1070.3687744140625,-25.503690719604492,547.9024658203125,35.2639274597168,228.21469116210938,11.7359037399292,572.1514892578125,12.656197547912598,119.66848754882812,-20.06729507446289,156.51939392089844,8.179672241210938,157.49594116210938,-10.890162467956543,197.7222137451172,-5.070580959320068,151.84169006347656,-6.236791133880615,110.72333526611328,-6.9466023445129395,64.06047058105469,-1.0950078964233398,87.01870727539062,-7.424980163574219,53.09174728393555,-8.356828689575195,86.42053985595703,-7.325397968292236,73.68428802490234,-10.38454818725586,56.83229064941406,-12.544004440307617,58.820899963378906,-6.049528121948242,65.59370422363281,-7.368905544281006,61.594642639160156,blues
blues.00008.au,0.39715883135795593,0.08390264213085175,1734.1477080271293,213893.95346090995,2006.5278268354618,104783.81324742654,3742.5056758446926,1316946.1070489236,0.0684330137035963,0.0010432241119064905,83.35433467741936,-115.71339416503906,2540.462890625,123.82502746582031,471.8255615234375,-17.211688995361328,327.8804626464844,46.00648498535156,177.77073669433594,-8.161710739135742,174.6512908935547,21.095630645751953,125.77400207519531,-21.95999526977539,59.10737991333008,22.476829528808594,77.80158996582031,-12.446995735168457,46.91376495361328,22.170705795288086,53.152034759521484,-5.891055107116699,43.36283874511719,7.905634880065918,50.86233901977539,-13.450055122375488,54.118255615234375,4.585522651672363,47.112728118896484,-5.763946056365967,35.05729675292969,-1.7671772241592407,49.70725631713867,-7.531543254852295,27.084529876708984,3.3508784770965576,45.03443908691406,4.090073585510254,27.13697624206543,-2.558976650238037,37.666141510009766,blues
blues.00009.au,0.27819159626960754,0.09388449788093567,1832.9530096709007,344456.9032887375,1966.4625625883066,144656.62546766995,3980.045384099478,1696790.7163810055,0.08261469511310905,0.001372052803819695,135.99917763157896,-203.58729553222656,5695.39453125,117.89044952392578,835.4107666015625,-12.82381534576416,639.2243041992188,42.30998611450195,341.4209289550781,-20.177167892456055,382.279052734375,17.11817741394043,353.3238525390625,-11.09494400024414,129.57481384277344,10.045700073242188,84.66940307617188,-15.210400581359863,94.20111846923828,4.52133846282959,77.31707763671875,-9.380331039428711,75.23204040527344,3.5377769470214844,95.73392486572266,-3.5800304412841797,50.232913970947266,-6.312283992767334,75.37146759033203,-2.6402692794799805,106.1578598022461,-3.019557237625122,39.853111267089844,-2.5171096324920654,58.9803581237793,-1.236374020576477,118.12812805175781,2.0848045349121094,66.63359832763672,-7.835508823394775,107.85353088378906,blues
